datetime_utc, _conds, _dewptm, _fog, _hail, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _wdire
20100101-00:00,Partial Fog,8,1,0,93,,1016,0,0,8,0,0,West
20100101-03:00,Partial Fog,8,1,0,95,,1018,0,0,9,0,0,
20100101-06:00,Smoke,11,0,0,55,,1018,0,0,18,0,0,WNW
20100101-09:00,Smoke,11,0,0,43,,1016,0,0,21,0,0,NW
20100101-12:00,Smoke,12,0,0,54,,1016,0,0,19,0,0,
20100101-15:00,Mist,13,0,0,95,,1018,0,0,13,0,0,
20100101-18:00,Patches of Fog,10,1,0,92,,1019,0,0,11,0,0,
20100101-21:00,Light Fog,10,1,0,98,,1019,0,0,10,0,0,ESE
20100102-00:00,Heavy Fog,9,1,0,96,,1019,0,0,9,0,0,
20100102-03:00,Heavy Fog,10,1,0,98,,1021,0,0,10,0,0,SE
20100102-06:00,Heavy Fog,10,1,0,90,,1022,0,0,11,0,0,SSW
20100102-09:00,Partial Fog,11,1,0,75,,1020,0,0,14,0,0,East
20100102-12:00,Heavy Fog,12,1,0,89,,1020,0,0,13,0,0,
20100102-15:00,Heavy Fog,10,1,0,95,,1021,0,0,10,0,0,
20100102-18:00,Heavy Fog,11,1,0,95,,1021,0,0,11,0,0,
20100102-21:00,Heavy Fog,11,1,0,97,,1019,0,0,11,0,0,ESE
20100103-00:00,Heavy Fog,11,1,0,95,,1019,0,0,11,0,0,SW
20100103-03:00,Partial Fog,10,1,0,87,,1019,0,0,11,0,0,
20100103-06:00,Heavy Fog,11,1,0,76,,1020,0,0,14,0,0,WSW
20100103-09:00,Light Drizzle,13,0,0,87,,1018,1,0,14,0,0,WNW
20100103-12:00,Light Rain,13,0,0,97,,1019,1,0,13,0,0,NNW
20100103-15:00,Mist,10,0,0,94,,1019,0,0,11,0,0,
20100103-18:00,Mist,10,0,0,94,,1019,0,0,11,0,0,
20100103-21:00,Partial Fog,10,1,0,92,,1019,0,0,11,0,0,NW
20100104-00:00,Mist,9,0,0,95,,1018,0,0,10,0,0,NW
20100104-03:00,Mist,9,0,0,88,,1020,0,0,10,0,0,WNW
20100104-06:00,Mist,9,0,0,88,,1021,0,0,11,0,0,NW
20100104-09:00,Mist,10,0,0,73,,1017,0,0,13,0,0,WNW
20100104-12:00,Mist,10,0,0,77,,1016,0,0,13,0,0,WNW
20100104-15:00,Mist,10,0,0,86,,1016,0,0,12,0,0,WNW
20100104-18:00,Mist,10,0,0,89,,1016,0,0,11,0,0,West
20100104-21:00,Patches of Fog,10,1,0,92,,1014,0,0,10,0,0,WNW
20100105-00:00,Patches of Fog,10,1,0,98,,1014,0,0,10,0,0,WNW
20100105-03:00,Patches of Fog,9,1,0,90,,1015,0,0,11,0,0,West
20100105-06:00,Mist,10,0,0,75,,1016,0,0,14,0,0,West
20100105-09:00,Smoke,10,0,0,57,,1014,0,0,17,0,0,NW
20100105-12:00,Smoke,11,0,0,65,,1013,0,0,16,0,0,
20100105-15:00,Mist,10,0,0,93,,1015,0,0,11,0,0,
20100105-18:00,Patches of Fog,9,1,0,97,,1016,0,0,9,0,0,
20100105-21:00,Patches of Fog,8,1,0,99,,1015,0,0,9,0,0,
20100106-00:00,Partial Fog,6,1,0,94,,1016,0,0,6,0,0,
20100106-03:00,Partial Fog,6,1,0,89,,1018,0,0,6,0,0,
20100106-06:00,Partial Fog,11,1,0,69,,1017,0,0,16,0,0,East
20100106-09:00,Smoke,13,0,0,61,,1015,0,0,18,0,0,
20100106-12:00,Mist,13,0,0,82,,1015,0,0,15,0,0,
20100106-15:00,Patches of Fog,10,1,0,89,,1017,0,0,12,0,0,
20100106-18:00,Heavy Fog,9,1,0,97,,1017,0,0,9,0,0,
20100106-21:00,Heavy Fog,9,1,0,100,,1017,0,0,9,0,0,
20100107-00:00,Heavy Fog,10,1,0,95,,1018,0,0,10,0,0,
20100107-03:00,Heavy Fog,10,1,0,95,,1019,0,0,10,0,0,
20100107-06:00,Heavy Fog,11,1,0,91,,1021,0,0,12,0,0,
20100107-09:00,Smoke,12,0,0,59,,1017,0,0,18,0,0,
20100107-12:00,Light Fog,13,1,0,75,,1017,0,0,16,0,0,
20100107-15:00,Partial Fog,10,1,0,89,,1019,0,0,11,0,0,
20100107-18:00,Partial Fog,9,1,0,93,,1019,0,0,10,0,0,
20100107-21:00,Partial Fog,9,1,0,93,,1018,0,0,10,0,0,
20100108-00:00,Heavy Fog,9,1,0,97,,1018,0,0,9,0,0,NW
20100108-03:00,Heavy Fog,9,1,0,97,,1020,0,0,9,0,0,NW
20100108-06:00,Heavy Fog,10,1,0,93,,1020,0,0,11,0,0,NW
20100108-09:00,Heavy Fog,10,1,0,81,,1018,0,0,13,0,0,NW
20100108-12:00,Heavy Fog,10,1,0,84,,1017,0,0,12,0,0,NW
20100108-15:00,Heavy Fog,10,1,0,84,,1018,0,0,11,0,0,NW
20100108-18:00,Heavy Fog,10,1,0,92,,1018,0,0,11,0,0,
20100108-21:00,Heavy Fog,9,1,0,90,,1018,0,0,11,0,0,NW
20100109-00:00,Heavy Fog,9,1,0,88,,1017,0,0,10,0,0,WNW
20100109-03:00,Patches of Fog,9,1,0,87,,1019,0,0,11,0,0,WNW
20100109-06:00,Light Fog,8,1,0,61,,1019,0,0,14,0,0,
20100109-09:00,Smoke,9,0,0,45,,1016,0,0,18,0,0,North
20100109-12:00,Mist,10,0,0,74,,1016,0,0,13,0,0,NNW
20100109-15:00,Mist,9,0,0,85,,1018,0,0,11,0,0,NNW
20100109-18:00,Mist,8,0,0,91,,1019,0,0,10,0,0,
20100109-21:00,Mist,8,0,0,94,,1018,0,0,9,0,0,
20100110-00:00,Light Fog,8,1,0,95,,1018,0,0,9,0,0,
20100110-03:00,Partial Fog,7,1,0,91,,1020,0,0,9,0,0,
20100110-06:00,Mist,7,0,0,69,,1020,0,0,10,0,0,NW
20100110-09:00,Mist,8,0,0,71,,1019,0,0,12,0,0,West
20100110-12:00,Mist,7,0,0,74,,1018,0,0,11,0,0,West
20100110-15:00,Mist,7,0,0,83,,1020,0,0,9,0,0,
20100110-18:00,Mist,6,0,0,82,,1020,0,0,8,0,0,
20100110-21:00,Mist,6,0,0,85,,1020,0,0,8,0,0,
20100111-00:00,Patches of Fog,6,1,0,88,,1019,0,0,7,0,0,
20100111-03:00,Patches of Fog,5,1,0,82,,1021,0,0,7,0,0,NW
20100111-06:00,Mist,6,0,0,68,,1021,0,0,10,0,0,
20100111-09:00,Smoke,6,0,0,46,,1017,0,0,14,0,0,West
20100111-12:00,Smoke,7,0,0,62,,1017,0,0,12,0,0,NW
20100111-15:00,Mist,7,0,0,83,,1018,0,0,9,0,0,
20100111-18:00,Mist,6,0,0,87,,1020,0,0,8,0,0,
20100111-21:00,Partial Fog,6,1,0,86,,1019,0,0,7,0,0,
20100112-00:00,Heavy Fog,6,1,0,87,,1018,0,0,8,0,0,
20100112-03:00,Heavy Fog,6,1,0,83,,1020,0,0,8,0,0,SW
20100112-06:00,Mist,6,0,0,68,,1021,0,0,10,0,0,West
20100112-09:00,Smoke,8,0,0,51,,1017,0,0,15,0,0,
20100112-12:00,Smoke,8,0,0,63,,1016,0,0,13,0,0,
20100112-15:00,Mist,8,0,0,78,,1017,0,0,11,0,0,East
20100112-18:00,Light Drizzle,9,0,0,88,,1019,1,0,10,0,0,SW
20100112-21:00,Light Rain,8,0,0,81,,1018,1,0,10,0,0,NW
20100113-00:00,Light Rain,8,0,0,87,,1016,1,0,9,0,0,NE
20100113-03:00,Light Fog,9,1,0,92,,1018,0,0,9,0,0,
20100113-06:00,Partial Fog,9,1,0,74,,1020,0,0,12,0,0,
20100113-09:00,Smoke,8,0,0,49,,1018,0,0,16,0,0,
20100113-12:00,Smoke,8,0,0,52,,1018,0,0,15,0,0,
20100113-15:00,Light Fog,10,1,0,86,,1021,0,0,12,0,0,
20100113-18:00,Heavy Fog,10,1,0,96,,1022,0,0,10,0,0,
20100113-21:00,Heavy Fog,10,1,0,98,,1022,0,0,10,0,0,
20100114-00:00,Heavy Fog,8,1,0,96,,1023,0,0,9,0,0,NW
20100114-03:00,Heavy Fog,8,1,0,87,,1025,0,0,9,0,0,NW
20100114-06:00,Partial Fog,8,1,0,66,,1025,0,0,13,0,0,WNW
20100114-09:00,Smoke,9,0,0,52,,1022,0,0,16,0,0,West
20100114-12:00,Smoke,11,0,0,68,,1022,0,0,15,0,0,West
20100114-15:00,Mist,11,0,0,90,,1023,0,0,12,0,0,West
20100114-18:00,Partial Fog,10,1,0,89,,1023,0,0,11,0,0,West
20100114-21:00,Partial Fog,9,1,0,94,,1022,0,0,10,0,0,WNW
20100115-00:00,Partial Fog,8,1,0,92,,1021,0,0,9,0,0,WNW
20100115-03:00,Partial Fog,8,1,0,88,,1024,0,0,9,0,0,WNW
20100115-06:00,Mist,8,0,0,58,,1024,0,0,14,0,0,West
20100115-09:00,Smoke,10,0,0,59,,1022,0,0,16,0,0,West
20100115-12:00,Smoke,11,0,0,69,,1022,0,0,16,0,0,West
20100115-15:00,Mist,10,0,0,83,,1024,0,0,12,0,0,
20100115-18:00,Partial Fog,9,1,0,89,,1025,0,0,10,0,0,
20100115-21:00,Partial Fog,8,1,0,89,,1024,0,0,9,0,0,
20100116-00:00,Partial Fog,7,1,0,95,,1024,0,0,8,0,0,
20100116-03:00,Partial Fog,7,1,0,96,,1025,0,0,8,0,0,
20100116-06:00,Smoke,9,0,0,49,,1024,0,0,16,0,0,NW
20100116-09:00,Smoke,8,0,0,33,,1021,0,0,20,0,0,West
20100116-12:00,Smoke,9,0,0,43,,1021,0,0,18,0,0,West
20100116-18:00,Patches of Fog,8,1,0,91,,1023,0,0,10,0,0,
20100116-21:00,Partial Fog,9,1,0,97,,1023,0,0,9,0,0,
20100117-00:00,Heavy Fog,10,1,0,100,,1023,0,0,10,0,0,East
20100117-03:00,Heavy Fog,10,1,0,96,,1025,0,0,10,0,0,
20100117-06:00,Heavy Fog,10,1,0,92,,1026,0,0,11,0,0,
20100117-09:00,Partial Fog,11,1,0,79,,1022,0,0,13,0,0,
20100117-12:00,Partial Fog,12,1,0,85,,1022,0,0,13,0,0,
20100117-15:00,Heavy Fog,11,1,0,91,,1023,0,0,11,0,0,
20100117-18:00,Heavy Fog,10,1,0,89,,1023,0,0,11,0,0,
20100117-21:00,Heavy Fog,9,1,0,89,,1022,0,0,10,0,0,
20100118-00:00,Heavy Fog,8,1,0,87,,1022,0,0,9,0,0,
20100118-03:00,Heavy Fog,8,1,0,88,,1023,0,0,9,0,0,
20100118-06:00,Smoke,8,0,0,66,,1024,0,0,13,0,0,WSW
20100118-09:00,Smoke,11,0,0,54,,1020,0,0,19,0,0,NNE
20100118-12:00,Smoke,12,0,0,66,,1019,0,0,16,0,0,
20100118-15:00,Patches of Fog,10,1,0,89,,1020,0,0,11,0,0,
20100118-18:00,Patches of Fog,9,1,0,94,,1021,0,0,10,0,0,
20100118-21:00,Heavy Fog,9,1,0,97,,1021,0,0,9,0,0,
20100119-00:00,Heavy Fog,9,1,0,94,,1020,0,0,9,0,0,WNW
20100119-03:00,Heavy Fog,8,1,0,89,,1022,0,0,9,0,0,
20100119-06:00,Patches of Fog,10,1,0,67,,1021,0,0,14,0,0,
20100119-09:00,Smoke,11,0,0,47,,1018,0,0,20,0,0,NNE
20100119-12:00,Smoke,9,0,0,48,,1018,0,0,17,0,0,NW
20100119-15:00,Mist,9,0,0,77,,1018,0,0,12,0,0,
20100119-18:00,Partial Fog,8,1,0,85,,1019,0,0,10,0,0,
20100119-21:00,Partial Fog,8,1,0,89,,1019,0,0,9,0,0,
20100120-00:00,Heavy Fog,8,1,0,100,,1020,0,0,8,0,0,
20100120-03:00,Heavy Fog,9,1,0,100,,1022,0,0,9,0,0,
20100120-06:00,Partial Fog,9,1,0,90,,1023,0,0,11,0,0,East
20100120-09:00,Smoke,10,0,0,50,,1020,0,0,18,0,0,ESE
20100120-12:00,Smoke,11,0,0,64,,1020,0,0,16,0,0,
20100120-15:00,Patches of Fog,10,1,0,87,,1021,0,0,11,0,0,
20100120-18:00,Heavy Fog,10,1,0,100,,1022,0,0,10,0,0,
20100120-21:00,Heavy Fog,9,1,0,100,,1021,0,0,9,0,0,
20100121-00:00,Heavy Fog,8,1,0,99,,1021,0,0,8,0,0,WSW
20100121-03:00,Heavy Fog,8,1,0,100,,1022,0,0,8,0,0,
20100121-06:00,Partial Fog,10,1,0,80,,1021,0,0,13,0,0,West
20100121-09:00,Smoke,8,0,0,34,,1018,0,0,20,0,0,NW
20100121-12:00,Smoke,9,0,0,50,,1017,0,0,17,0,0,
20100121-15:00,Light Fog,10,1,0,89,,1019,0,0,11,0,0,
20100121-18:00,Partial Fog,9,1,0,97,,1019,0,0,9,0,0,
20100121-21:00,Partial Fog,8,1,0,97,,1018,0,0,8,0,0,
20100122-00:00,Heavy Fog,9,1,0,100,,1018,0,0,9,0,0,NNE
20100122-03:00,Heavy Fog,9,1,0,93,,1019,0,0,10,0,0,
20100122-06:00,Heavy Fog,10,1,0,82,,1020,0,0,12,0,0,NE
20100122-09:00,Smoke,11,0,0,57,,1017,0,0,18,0,0,ESE
20100122-12:00,Smoke,12,0,0,65,,1017,0,0,17,0,0,
20100122-15:00,Partial Fog,10,1,0,89,,1019,0,0,11,0,0,
20100122-18:00,Partial Fog,8,1,0,94,,1020,0,0,9,0,0,
20100122-21:00,Heavy Fog,7,1,0,96,,1019,0,0,8,0,0,
20100123-00:00,Heavy Fog,9,1,0,100,,1018,0,0,9,0,0,
20100123-03:00,Heavy Fog,10,1,0,100,,1020,0,0,10,0,0,
20100123-06:00,Smoke,10,0,0,50,,1019,0,0,18,0,0,
20100123-09:00,Smoke,12,0,0,44,,1016,0,0,21,0,0,ESE
20100123-12:00,Smoke,14,0,0,65,,1016,0,0,19,0,0,
20100123-15:00,Mist,12,0,0,85,,1017,0,0,13,0,0,
20100123-18:00,Partial Fog,10,1,0,90,,1018,0,0,11,0,0,
20100123-21:00,Partial Fog,9,1,0,95,,1017,0,0,10,0,0,
20100124-00:00,Heavy Fog,8,1,0,97,,1017,0,0,8,0,0,
20100124-03:00,Heavy Fog,10,1,0,97,,1018,0,0,11,0,0,
20100124-06:00,Partial Fog,14,1,0,69,,1017,0,0,18,0,0,East
20100124-09:00,Smoke,15,0,0,51,,1014,0,0,23,0,0,ESE
20100124-12:00,Smoke,13,0,0,54,,1014,0,0,21,0,0,ESE
20100124-15:00,Mist,14,0,0,79,,1016,0,0,16,0,0,ESE
20100124-18:00,Mist,14,0,0,90,,1018,0,0,15,0,0,
20100124-21:00,Mist,13,0,0,90,,1017,0,0,14,0,0,ENE
20100125-00:00,Patches of Fog,12,1,0,95,,1016,0,0,12,0,0,ENE
20100125-03:00,Partial Fog,11,1,0,91,,1019,0,0,12,0,0,
20100125-06:00,Smoke,13,0,0,57,,1020,0,0,20,0,0,SE
20100125-09:00,Smoke,12,0,0,38,,1016,0,0,24,0,0,
20100125-12:00,Smoke,15,0,0,56,,1016,0,0,22,0,0,
20100125-15:00,Mist,13,0,0,82,,1018,0,0,15,0,0,
20100125-18:00,Mist,12,0,0,88,,1018,0,0,13,0,0,
20100125-21:00,Mist,11,0,0,89,,1018,0,0,12,0,0,
20100126-00:00,Patches of Fog,10,1,0,92,,1018,0,0,10,0,0,
20100126-03:00,Partial Fog,9,1,0,93,,1020,0,0,10,0,0,
20100126-06:00,Partial Fog,13,1,0,79,,1021,0,0,16,0,0,West
20100126-09:00,Smoke,13,0,0,45,,1017,0,0,23,0,0,West
20100126-12:00,Smoke,14,0,0,58,,1017,0,0,20,0,0,WNW
20100126-15:00,Mist,12,0,0,83,,1018,0,0,14,0,0,
20100126-18:00,Partial Fog,12,1,0,95,,1019,0,0,12,0,0,
20100127-00:00,Heavy Fog,12,1,0,99,,1018,0,0,12,0,0,West
20100127-03:00,Heavy Fog,10,1,0,99,,1020,0,0,10,0,0,
20100127-06:00,Smoke,13,0,0,56,,1019,0,0,19,0,0,West
20100127-09:00,Smoke,12,0,0,37,,1016,0,0,24,0,0,West
20100127-12:00,Smoke,14,0,0,52,,1016,0,0,22,0,0,
20100127-15:00,Mist,14,0,0,77,,1017,0,0,16,0,0,
20100127-18:00,Mist,12,0,0,86,,1018,0,0,14,0,0,
20100127-21:00,Partial Fog,11,1,0,86,,1018,0,0,13,0,0,
20100128-00:00,Partial Fog,10,1,0,94,,1017,0,0,11,0,0,
20100128-03:00,Partial Fog,11,1,0,96,,1018,0,0,12,0,0,
20100128-06:00,Smoke,12,0,0,37,,1018,0,0,24,0,0,SSE
20100128-09:00,Haze,10,0,0,25,,1016,0,0,26,0,0,NW
20100128-12:00,Haze,13,0,0,41,,1015,0,0,24,0,0,
20100128-15:00,Mist,14,0,0,74,,1016,0,0,17,0,0,
20100128-18:00,Mist,14,0,0,88,,1017,0,0,15,0,0,East
20100128-21:00,Mist,13,0,0,92,,1016,0,0,14,0,0,
20100129-00:00,Patches of Fog,13,1,0,95,,1016,0,0,13,0,0,
20100129-03:00,Partial Fog,12,1,0,95,,1018,0,0,12,0,0,
20100129-06:00,Haze,11,0,0,33,,1018,0,0,24,0,0,
20100129-09:00,Haze,10,0,0,21,,1015,0,0,28,0,0,SW
20100129-12:00,Haze,12,0,0,34,,1015,0,0,24,0,0,WNW
20100129-15:00,Mist,14,0,0,77,,1017,0,0,17,0,0,
20100129-18:00,Mist,12,0,0,88,,1018,0,0,14,0,0,
20100129-21:00,Mist,12,0,0,92,,1018,0,0,13,0,0,
20100130-00:00,Light Fog,12,1,0,94,,1017,0,0,13,0,0,
20100130-03:00,Partial Fog,12,1,0,88,,1018,0,0,14,0,0,West
20100130-06:00,Smoke,14,0,0,50,,1018,0,0,22,0,0,WNW
20100130-09:00,Smoke,11,0,0,40,,1016,0,0,22,0,0,WNW
20100130-12:00,Smoke,10,0,0,38,,1016,0,0,20,0,0,WNW
20100130-15:00,Smoke,10,0,0,60,,1017,0,0,15,0,0,
20100130-18:00,Smoke,8,0,0,64,,1018,0,0,13,0,0,WNW
20100130-21:00,Mist,8,0,0,72,,1017,0,0,12,0,0,NW
20100131-00:00,Mist,8,0,0,80,,1017,0,0,11,0,0,WNW
20100131-03:00,Mist,8,0,0,82,,1019,0,0,10,0,0,West
20100131-06:00,Smoke,7,0,0,35,,1018,0,0,19,0,0,West
20100131-09:00,Haze,7,0,0,26,,1016,0,0,23,0,0,West
20100131-12:00,Haze,7,0,0,33,,1016,0,0,20,0,0,WSW
20100131-18:00,Mist,10,0,0,79,,1018,0,0,12,0,0,
20100131-21:00,Mist,9,0,0,79,,1017,0,0,11,0,0,
20100201-00:00,Mist,7,0,0,91,,1017,0,0,9,0,0,
20100201-03:00,Patches of Fog,8,1,0,95,,1019,0,0,9,0,0,
20100201-06:00,Smoke,10,0,0,36,,1018,0,0,22,0,0,ENE
20100201-09:00,Smoke,8,0,0,27,,1016,0,0,23,0,0,
20100201-12:00,Smoke,9,0,0,35,,1015,0,0,21,0,0,
20100201-15:00,Mist,10,0,0,72,,1017,0,0,14,0,0,
20100201-18:00,Mist,10,0,0,84,,1017,0,0,12,0,0,
20100201-21:00,Mist,9,0,0,85,,1017,0,0,11,0,0,
20100202-00:00,Mist,8,0,0,94,,1017,0,0,9,0,0,
20100202-03:00,Patches of Fog,9,1,0,94,,1018,0,0,10,0,0,
20100202-06:00,Smoke,9,0,0,37,,1018,0,0,20,0,0,NW
20100202-09:00,Smoke,6,0,0,24,,1015,0,0,23,0,0,NW
20100202-12:00,Smoke,8,0,0,30,,1015,0,0,21,0,0,NW
20100202-15:00,Mist,11,0,0,72,,1017,0,0,15,0,0,
20100202-18:00,Mist,10,0,0,82,,1018,0,0,12,0,0,
20100202-21:00,Mist,10,0,0,84,,1016,0,0,11,0,0,
20100203-00:00,Light Fog,9,1,0,98,,1017,0,0,10,0,0,
20100203-03:00,Patches of Fog,9,1,0,85,,1019,0,0,11,0,0,WSW
20100203-06:00,Haze,8,0,0,33,,1019,0,0,20,0,0,NW
20100203-09:00,Haze,2,0,0,16,,1016,0,0,23,0,0,WNW
20100203-12:00,Haze,5,0,0,23,,1016,0,0,21,0,0,NW
20100203-15:00,,9,0,0,,,1017,0,0,,0,0,North
20100203-18:00,Mist,9,0,0,77,,1017,0,0,12,0,0,
20100203-21:00,Mist,8,0,0,82,,1017,0,0,10,0,0,
20100204-00:00,Mist,8,0,0,86,,1017,0,0,10,0,0,WNW
20100204-03:00,Mist,8,0,0,69,,1018,0,0,11,0,0,WSW
20100204-06:00,Haze,5,0,0,24,,1018,0,0,21,0,0,NW
20100204-09:00,Haze,5,0,0,19,,1015,0,0,24,0,0,NNW
20100204-12:00,Haze,7,0,0,26,,1015,0,0,22,0,0,NW
20100204-15:00,Haze,11,0,0,56,,1017,0,0,17,0,0,
20100204-18:00,Haze,11,0,0,68,,1017,0,0,15,0,0,NNW
20100204-21:00,Mist,10,0,0,72,,1017,0,0,14,0,0,NNW
20100205-00:00,Mist,9,0,0,76,,1016,0,0,12,0,0,WNW
20100205-03:00,Mist,9,0,0,71,,1018,0,0,13,0,0,West
20100205-06:00,Haze,7,0,0,27,,1019,0,0,22,0,0,West
20100205-09:00,Haze,8,0,0,24,,1015,0,0,25,0,0,WNW
20100205-12:00,Haze,11,0,0,35,,1015,0,0,23,0,0,West
20100205-15:00,Haze,12,0,0,63,,1016,0,0,17,0,0,West
20100205-18:00,Mist,12,0,0,72,,1017,0,0,16,0,0,
20100205-21:00,Mist,11,0,0,80,,1017,0,0,14,0,0,
20100206-00:00,Mist,11,0,0,79,,1016,0,0,13,0,0,WSW
20100206-03:00,Mist,10,0,0,70,,1018,0,0,14,0,0,
20100206-06:00,Haze,8,0,0,28,,1018,0,0,23,0,0,WNW
20100206-09:00,Haze,8,0,0,18,,1014,0,0,28,0,0,NW
20100206-12:00,Haze,10,0,0,24,,1014,0,0,26,0,0,NW
20100206-15:00,Mist,13,0,0,68,,1017,0,0,18,0,0,
20100206-18:00,Mist,13,0,0,85,,1017,0,0,15,0,0,
20100206-21:00,Mist,13,0,0,86,,1017,0,0,14,0,0,
20100207-00:00,Mist,12,0,0,86,,1017,0,0,13,0,0,
20100207-03:00,Mist,11,0,0,81,,1018,0,0,14,0,0,
20100207-06:00,Smoke,14,0,0,35,,1018,0,0,26,0,0,
20100207-09:00,Smoke,15,0,0,30,,1014,0,0,30,0,0,
20100207-12:00,Smoke,16,0,0,47,,1014,0,0,26,0,0,
20100207-15:00,Smoke,16,0,0,68,,1015,0,0,20,0,0,
20100207-18:00,Mist,16,0,0,76,,1016,0,0,19,0,0,
20100207-21:00,Mist,15,0,0,75,,1014,0,0,18,0,0,
20100208-00:00,Mist,15,0,0,83,,1012,0,0,17,0,0,
20100208-03:00,Mist,15,0,0,76,,1014,0,0,18,0,0,North
20100208-06:00,Smoke,13,0,0,40,,1013,0,0,24,0,0,ENE
20100208-09:00,Smoke,16,0,0,48,,1009,0,0,24,0,0,ESE
20100208-12:00,Smoke,17,0,0,63,,1007,0,0,23,0,0,SE
20100208-15:00,Light Rain,17,0,0,99,,1010,1,0,17,0,0,ESE
20100208-18:00,Light Rain,17,0,0,99,,1011,1,0,17,0,0,SE
20100208-21:00,Light Rain,16,0,0,99,,1011,1,0,16,0,0,SE
20100209-00:00,Mist,15,0,0,99,,1009,0,0,15,0,0,SE
20100209-03:00,Mist,16,0,0,92,,1010,0,0,16,0,0,South
20100209-06:00,Mist,16,0,0,83,,1011,0,0,18,0,0,SSE
20100209-09:00,Haze,16,0,0,66,,1009,0,0,21,0,0,
20100209-12:00,Haze,10,0,0,40,,1010,0,0,21,0,0,WNW
20100209-15:00,Mist,12,0,0,80,,1013,0,0,15,0,0,
20100209-18:00,Mist,12,0,0,86,,1014,0,0,13,0,0,
20100209-21:00,Mist,12,0,0,89,,1014,0,0,13,0,0,
20100210-00:00,Partly Cloudy,13,0,0,84,,1014,0,0,15,0,0,WSW
20100210-03:00,Mist,14,0,0,90,,1016,0,0,15,0,0,
20100210-06:00,Smoke,15,0,0,65,,1017,0,0,20,0,0,SE
20100210-09:00,Smoke,15,0,0,58,,1015,0,0,22,0,0,SE
20100210-12:00,Mist,16,0,0,74,,1015,0,0,20,0,0,NW
20100210-15:00,Mist,15,0,0,87,,1017,0,0,17,0,0,NW
20100210-18:00,Mist,14,0,0,92,,1018,0,0,15,0,0,NW
20100210-21:00,Mist,13,0,0,93,,1018,0,0,14,0,0,NW
20100211-00:00,Mist,10,0,0,86,,1018,0,0,12,0,0,
20100211-03:00,Mist,9,0,0,76,,1019,0,0,12,0,0,NNW
20100211-06:00,Haze,11,0,0,47,,1019,0,0,19,0,0,North
20100211-09:00,Haze,13,0,0,43,,1016,0,0,23,0,0,WSW
20100211-12:00,Haze,12,0,0,43,,1016,0,0,22,0,0,NW
20100211-15:00,Mist,12,0,0,69,,1018,0,0,16,0,0,
20100211-18:00,Mist,12,0,0,90,,1018,0,0,14,0,0,
20100211-21:00,Mist,12,0,0,89,,1017,0,0,13,0,0,
20100212-00:00,Mist,11,0,0,92,,1017,0,0,12,0,0,
20100212-03:00,Mist,12,0,0,86,,1019,0,0,14,0,0,
20100212-06:00,Smoke,15,0,0,59,,1019,0,0,21,0,0,
20100212-09:00,Smoke,16,0,0,54,,1016,0,0,24,0,0,
20100212-12:00,Thunderstorm,17,0,0,70,,1016,0,0,22,1,0,
20100212-15:00,Mist,14,0,0,91,,1018,0,0,15,0,0,
20100212-18:00,Mist,13,0,0,90,,1018,0,0,14,0,0,
20100212-21:00,Mist,13,0,0,95,,1017,0,0,13,0,0,
20100213-00:00,Mist,12,0,0,98,,1017,0,0,12,0,0,
20100213-03:00,Patches of Fog,13,1,0,99,,1018,0,0,14,0,0,
20100213-06:00,Smoke,11,0,0,45,,1018,0,0,20,0,0,NNW
20100213-09:00,Smoke,15,0,0,51,,1015,0,0,23,0,0,
20100213-12:00,Smoke,16,0,0,59,,1014,0,0,22,0,0,NW
20100213-15:00,Mist,15,0,0,75,,1015,0,0,18,0,0,NW
20100213-18:00,Mist,15,0,0,84,,1015,0,0,16,0,0,
20100213-21:00,Mist,15,0,0,88,,1015,0,0,16,0,0,
20100214-00:00,Mist,10,0,0,84,,1015,0,0,11,0,0,
20100214-03:00,Mist,10,0,0,89,,1016,0,0,12,0,0,WNW
20100214-06:00,Haze,10,0,0,45,,1016,0,0,20,0,0,West
20100214-09:00,Haze,10,0,0,32,,1014,0,0,23,0,0,NW
20100214-12:00,Haze,8,0,0,33,,1013,0,0,21,0,0,NNW
20100214-15:00,Mist,13,0,0,82,,1014,0,0,15,0,0,
20100214-18:00,Mist,12,0,0,92,,1015,0,0,13,0,0,
20100214-21:00,Mist,11,0,0,93,,1013,0,0,12,0,0,
20100215-00:00,Mist,11,0,0,95,,1014,0,0,11,0,0,
20100215-03:00,Patches of Fog,11,1,0,89,,1015,0,0,12,0,0,
20100215-06:00,Smoke,12,0,0,52,,1016,0,0,19,0,0,East
20100215-09:00,Smoke,12,0,0,46,,1013,0,0,21,0,0,East
20100215-12:00,Smoke,12,0,0,55,,1013,0,0,20,0,0,East
20100215-15:00,Mist,14,0,0,83,,1014,0,0,16,0,0,
20100215-18:00,Mist,12,0,0,93,,1015,0,0,14,0,0,
20100215-21:00,Mist,12,0,0,91,,1015,0,0,13,0,0,
20100216-00:00,Mist,11,0,0,97,,1015,0,0,11,0,0,
20100216-03:00,Patches of Fog,11,1,0,91,,1017,0,0,12,0,0,
20100216-06:00,Smoke,12,0,0,37,,1017,0,0,23,0,0,
20100216-09:00,Smoke,11,0,0,30,,1014,0,0,25,0,0,NNE
20100216-12:00,Smoke,12,0,0,37,,1013,0,0,24,0,0,NNE
20100216-15:00,Mist,13,0,0,75,,1015,0,0,17,0,0,
